"ISO3","CountryName","WorldRMSE","WorldVars","ContRMSE","ContVars","RegRMSE","RegVars","Region1","Continent"
"NLD","Netherlands",1.596,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.7751,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",1.1728,"SHHTNPREVMAZS, SLTLFACTI1524MAZS, SPDYNIMRTFEIN, SPPOP3034MA5Y, SPPOP0509MA5Y, SPPOP5559MA5Y, SPPOP5559FE, NECONPRVTCN, NVSRVTOTLZS, SMPOPREFGOR, NEEXPGNFSKDZG, BMGSRTRANZS, ENATMGHGOKTCE, NYGDPFCSTCD, SEENRPRIMFMZS","Western Europe","Europe"
"NOR","Norway",2.0367,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.4769,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",1.6093,"SPADOTFRT, AGLNDFRSTK2, NYADJAEDUGNZS, SHDYN2024, SHDTHMORT, SHDTHMORTFE, SPPOP1014MA5Y, SPPOP2024FE5Y, SPPOPAG01MAIN, SPPOPAG04FEIN, ITCELSETSP2, SLEMPWORKMAZS, SLUEMTOTLMAZS, AGLNDARBLHAPC, AGLNDAGRIZS, NVAGRTOTLCD, MSMILTOTLP1, AGCONFERTZS, TXVALMRCHXDWD, TMVALMRCHXDWD, SMPOPREFGOR, TMVALOTHRZSWT, BXGSRTRVLZS, TXVALTRVLZSWT, NVINDMANFKD, ENATMCO2ELFZS","Northern Europe","Europe"
"NPL","Nepal",2.4716,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",20.6544,"SPPOPGROW, SHHTNPREVMAZS, SLTLFCACTFEZS, SPPOP3539FE5Y, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP0509MA, SPPOPAG02MAIN, SPPOP65UPTOZS, SPDYNAMRTFE, TMVALMRCHRSZS, NYADJDMINGNZS, AGSRFTOTLK2, SLUEMTOTLMAZS, NECONTOTLZS, MSMILXPNDCN, ENURBLCTY, NVMNFTECHZSUN, TXMNFTECHZSUN, NVINDMANFCN, TXVALOTHRZSWT, SHSTAOWADFEZS",1.5705,"SPADOTFRT, ENPOPDNST, SPDYNIMRTFEIN, SPPOP1519FE5Y, SPPOP2024MA5Y, SPPOP4044MA5Y, SPPOPAG01MAIN, SPPOP4549MA5Y, SPPOP5559MA5Y, ITMLTMAINP2, NYGDPDEFLZS, NERSBGNFSZS, ENATMMETHAGKTCE, SLFAMWORKFEZS, ENATMNOXEKTCE, SLEMPMPYRZS, ENATMCO2EPC, NECONTOTLZS, EGFECRNEWZS, TXVALMRCHR3ZS, BNGSRGNFSCD, BGGSRNFSVGDZS, NYTTFGNFSKN, NVSRVEMPLKD, NEGDITOTLKDZG, NYTAXNINDCD","Southern Asia","Asia"
"PAK","Pakistan",2.9035,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",163.5226,"SPPOPGROW, SHHTNPREVMAZS, SLTLFCACTFEZS, SPPOP3539FE5Y, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP0509MA, SPPOPAG02MAIN, SPPOP65UPTOZS, SPDYNAMRTFE, TMVALMRCHRSZS, NYADJDMINGNZS, AGSRFTOTLK2, SLUEMTOTLMAZS, NECONTOTLZS, MSMILXPNDCN, ENURBLCTY, NVMNFTECHZSUN, TXMNFTECHZSUN, NVINDMANFCN, TXVALOTHRZSWT, SHSTAOWADFEZS",1.444,"SPADOTFRT, ENPOPDNST, SPDYNIMRTFEIN, SPPOP1519FE5Y, SPPOP2024MA5Y, SPPOP4044MA5Y, SPPOPAG01MAIN, SPPOP4549MA5Y, SPPOP5559MA5Y, ITMLTMAINP2, NYGDPDEFLZS, NERSBGNFSZS, ENATMMETHAGKTCE, SLFAMWORKFEZS, ENATMNOXEKTCE, SLEMPMPYRZS, ENATMCO2EPC, NECONTOTLZS, EGFECRNEWZS, TXVALMRCHR3ZS, BNGSRGNFSCD, BGGSRNFSVGDZS, NYTTFGNFSKN, NVSRVEMPLKD, NEGDITOTLKDZG, NYTAXNINDCD","Southern Asia","Asia"
"PAN","Panama",1.0083,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",1.5298,"SPRURTOTLZS, SPADOTFRT, SGLAWNODCHR, SPPOP3539FE5Y, SPPOP1564FEZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP7074MA5Y, SPPOP5054MA5Y, SLFAMWORKMAZS, NVAGRTOTLZS, FIRESXGLDCD, SHSTAOB18MAZS, EGELCACCSURZS, NEDABDEFLZS",0.1791,"SHHTNTRETZS, SPADOTFRT, AGLNDFRSTZS, SGPENSXHREM, SPDYNLE00FEIN, SPDYNLE00IN, SHDYNMORT, SHDYN0509, SPPOP1014MA5Y, SPPOP1564FEZS, SPPOP0509MA5Y, SPPOP4044MA5Y, SPPOP80UPFE5Y, SPPOP4044FE5Y, SPPOP6064MA5Y, SPPOP5559MA, SPPOPAG03MAIN, SPPOP7074FE5Y, ITCELSETS, NYGDPMKTPKN, SHIMMIDPT, TMVALMRCHR1ZS, NECONTOTLCD, SLEMPVULNZS, SLEMPWORKFEZS, SLEMPSELFFEZS, NEGDIFTOTZS, AGCONFERTZS, NVAGREMPLKD, NYEXPCAPMKN, BMKLTDINVWDGDZS, NVINDMANFCN, BXGSRINSFZS","Central America","North America"
"PER","Peru",0.9245,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.6413,"SPADOTFRT, SPDYNIMRTFEIN, SPPOP4549FE5Y, SPPOPAG05FEIN, PANUSATLS, NYGDPFRSTRTZS, FPCPITOTL, PANUSPRVTPP, ERFSHAQUAMT, SMPOPREFG, NVINDEMPLKD, NVSRVEMPLKD",1.9522,"SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGLAWINDX, IMMIGRATION, SPDYNLE00IN, SPPOP3539FE5Y, SPPOP1014MA5Y, SPPOP0509FE5Y, SPPOP3539MA5Y, SPPOP2024MA5Y, SPPOP4549MA5Y, NYGDPMINRRTZS, SPDYNAMRTFE, NYGDPPCAPKDZG, NYADJDKAPGNZS, NEIMPGNFSZS, ENATMCO2EPC, NYGSRNFCYCD, NVAGRTOTLZS, NVINDTOTLZS, NVAGRTOTLKD, PANUSPRVTPP, NVSRVTOTLCN, BMKLTDINVWDGDZS, NVINDMANFZS, BMGSRCMCPZS, SHSTAOB18FEZS, SHSTAOB18MAZS, NVINDMANFKN, NYADJNNATCD, EGELCACCSURZS","South America","South America"
"PHL","Philippines",1.6546,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",54.2855,"SPPOPGROW, SHHTNPREVMAZS, SLTLFCACTFEZS, SPPOP3539FE5Y, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP0509MA, SPPOPAG02MAIN, SPPOP65UPTOZS, SPDYNAMRTFE, TMVALMRCHRSZS, NYADJDMINGNZS, AGSRFTOTLK2, SLUEMTOTLMAZS, NECONTOTLZS, MSMILXPNDCN, ENURBLCTY, NVMNFTECHZSUN, TXMNFTECHZSUN, NVINDMANFCN, TXVALOTHRZSWT, SHSTAOWADFEZS",1.2851,"SPPOPGROW, SHHTNPREVMAZS, SPADOTFRT, SPPOP2529MA5Y, SPDYNCDRTIN, SHDYN1519, SHDTHMORTFE, SHDTHNMRT, SPDYNLE00MAIN, SPPOP4549FE5Y, SPPOP80UPFE5Y, SPPOP6569FE5Y, SPPOP7579FE5Y, SPPOP5054MA5Y, ENATMMETHEGKTCE, TMVALMRCHR5ZS, NECONPRVTCNAD, ENURBLCTY, NYTRFNCTRCD, NVINDMANFCN, BMGSRCMCPZS, NECONPRVTPCKD, SHSTAOB18MAZS, NVINDMANFKN, NYGDPFCSTCD, NYGDPFCSTKD, NVINDMANFKDZG","South-eastern Asia","Asia"
"POL","Poland",0.8769,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.7792,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",1.4987,"SHHTNTRETMAZS, SHHTNTRETZS, SHDYNMORTMA, SPPOP2529FE5Y, SPDYNIMRTIN, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP6569MA5Y, SPPOP7074MA5Y, SPPOP4044FE5Y, SPPOPAG03MAIN, ITCELSETSP2, NYGDPDEFLZS, TXVALMRCHRSZS, NEGDITOTLCN, TMVALMRCHRSZS, NYADJDNGYGNZS, NERSBGNFSCD, SLINDEMPLZS, SLINDEMPLMAZS, SLAGREMPLMAZS, SLAGREMPLZS, NECONTOTLZS, EGFECRNEWZS, NYGSRNFCYCN, ENATMCO2EKDGD, TMVALMRCHXDWD, BXGSRFCTYCD, NVAGREMPLKD, NVINDTOTLKDZG, BNKLTPTXLCD, NVINDEMPLKD, ISAIRPSGR","Eastern Europe","Europe"
"PRT","Portugal",1.049,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",0.4245,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",0.5025,"SHHTNPREVZS, ENPOPDNST, SHDYNNMRT, SHDYNMORT, SHDTHNMRT, SPPOP1564MAZS, NYGDPPCAPKD, NYGDPPCAPPPCD, NYADJDKAPGNZS, SLEMP1524SPZS, ERFSHCAPTMT, AGLNDAGRIZS, TXVALMRCHXDWD, NVMNFTECHZSUN, SMPOPREFGOR, NEGDIFTOTKN, NYGDYTOTLKN, BMGSRCMCPZS, FMASTDOMSCN, NVINDEMPLKD, ENATMCO2ELFZS, SEENRPRIMFMZS","Southern Europe","Europe"
"PRY","Paraguay",0.3568,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",1.2122,"SPADOTFRT, SPDYNIMRTFEIN, SPPOP4549FE5Y, SPPOPAG05FEIN, PANUSATLS, NYGDPFRSTRTZS, FPCPITOTL, PANUSPRVTPP, ERFSHAQUAMT, SMPOPREFG, NVINDEMPLKD, NVSRVEMPLKD",1.1282,"SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGLAWINDX, IMMIGRATION, SPDYNLE00IN, SPPOP3539FE5Y, SPPOP1014MA5Y, SPPOP0509FE5Y, SPPOP3539MA5Y, SPPOP2024MA5Y, SPPOP4549MA5Y, NYGDPMINRRTZS, SPDYNAMRTFE, NYGDPPCAPKDZG, NYADJDKAPGNZS, NEIMPGNFSZS, ENATMCO2EPC, NYGSRNFCYCD, NVAGRTOTLZS, NVINDTOTLZS, NVAGRTOTLKD, PANUSPRVTPP, NVSRVTOTLCN, BMKLTDINVWDGDZS, NVINDMANFZS, BMGSRCMCPZS, SHSTAOB18FEZS, SHSTAOB18MAZS, NVINDMANFKN, NYADJNNATCD, EGELCACCSURZS","South America","South America"
"ROU","Romania",1.1571,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",1.4265,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",0.9055,"SHHTNTRETMAZS, SHHTNTRETZS, SHDYNMORTMA, SPPOP2529FE5Y, SPDYNIMRTIN, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP6569MA5Y, SPPOP7074MA5Y, SPPOP4044FE5Y, SPPOPAG03MAIN, ITCELSETSP2, NYGDPDEFLZS, TXVALMRCHRSZS, NEGDITOTLCN, TMVALMRCHRSZS, NYADJDNGYGNZS, NERSBGNFSCD, SLINDEMPLZS, SLINDEMPLMAZS, SLAGREMPLMAZS, SLAGREMPLZS, NECONTOTLZS, EGFECRNEWZS, NYGSRNFCYCN, ENATMCO2EKDGD, TMVALMRCHXDWD, BXGSRFCTYCD, NVAGREMPLKD, NVINDTOTLKDZG, BNKLTPTXLCD, NVINDEMPLKD, ISAIRPSGR","Eastern Europe","Europe"
"RUS","Russian Federation",1.0536,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",1.9645,"SPPOPGROW, SLTLFTOTLFEZS, SPADOTFRT, SLTLFACTIFEZS, SHDYNNMRT, SPDYNIMRTIN, SHDTHMORTMA, SHDTHIMRTFE, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPMAZS, SPPOP4549FE5Y, SPPOP7579MA5Y, SPPOP5054MA5Y, SPPOP5054FE5Y, SLFAMWORKZS, SLSRVEMPLMAZS, TXVALMRCHALZS, AGCONFERTZS, SMPOPREFGOR, SHSTAOWADFEZS",4.1689,"SHHTNTRETMAZS, SHHTNTRETZS, SHDYNMORTMA, SPPOP2529FE5Y, SPDYNIMRTIN, SPPOP1564MAZS, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP6569MA5Y, SPPOP7074MA5Y, SPPOP4044FE5Y, SPPOPAG03MAIN, ITCELSETSP2, NYGDPDEFLZS, TXVALMRCHRSZS, NEGDITOTLCN, TMVALMRCHRSZS, NYADJDNGYGNZS, NERSBGNFSCD, SLINDEMPLZS, SLINDEMPLMAZS, SLAGREMPLMAZS, SLAGREMPLZS, NECONTOTLZS, EGFECRNEWZS, NYGSRNFCYCN, ENATMCO2EKDGD, TMVALMRCHXDWD, BXGSRFCTYCD, NVAGREMPLKD, NVINDTOTLKDZG, BNKLTPTXLCD, NVINDEMPLKD, ISAIRPSGR","Eastern Europe","Europe"
"RWA","Rwanda",3.2581,"SPURBGROW, SPPOPDPND, SPPOPDPNDOL, SPADOTFRT, SGHMETRVLEQ, SGLAWOBHBMRNO, SGOWNPRRTIM, SPDYNCDRTIN, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP0509FE, SPPOP2024MA5Y, SPPOP65UPMAZS, SPPOP6569FE5Y, SPPOP7579MA5Y, SPPOPAG02MAIN, SPPOP5054MA5Y, NYGDPTOTLRTZS, TGVALTOTLGDZS, NEGDITOTLCN, NYGNPPCAPPPCD, NYGNPMKTPCNAD, NYADJDCO2GNZS, SLEMP1524SPMAZS, SLUEM1524MAZS, TMVALMRCHALZS, TXVALMRCHALZS, AGPRDLVSKXD, PANUSPRVTPP, SHSTAOB18FEZS, SHSTAOWADZS, EGELCACCSURZS, EGELCACCSZS, SEPRMENRRFE",1.8659,"SPADOTFRT, SGOWNPRRTIM, SPDYNIMRTFEIN, SPPOP1014MA5Y, SPPOP1564MAZS, SPPOP0509MA5Y, SPPOP65UPTOZS, ITCELSETSP2, NYGDPPCAPKN, SPDYNAMRTMA, NEEXPGNFSZS, SLUEMTOTLMAZS, TMVALMRCHR5ZS, AGLNDARBLZS, AGLNDARBLHA, SHSTAOWADFEZS, NVINDEMPLKD, BXGSRINSFZS",9.4205,"SPADOTFRT, SGLAWOBHBMRNO, SPDYNLE00FEIN, SPDYNLE00MAIN, SPPOP1014FE5Y, SPPOP0509MA5Y, SPPOP80UPMA5Y, SPPOP4549FE5Y, SPPOP5559FE, SPPOP6064FE5Y, SPPOP5054MA5Y, SPPOP5054MA, SPPOP6064MA, ITCELSETS, ITMLTMAINP2, NYGDPPCAPPPKD, TGVALTOTLGDZS, NYGNPPCAPPPCD, SLSRVEMPLZS, SLEMPVULNMAZS, SLEMP1524SPMAZS, ENATMCO2EPC, FPCPITOTL, TMVALMRCHR6ZS, ENURBLCTYURZS, NEGDISTKBCD, ENATMCO2ELFZS","Eastern Africa","Africa"
