Indicator Code,Indicator Name
DTNFLUNPBCD,"Net official flows from UN agencies, UNPBF (current US$)"
DTNFLUNRWCD,"Net official flows from UN agencies, UNRWA (current US$)"
DTNFLUNTACD,"Net official flows from UN agencies, UNTA (current US$)"
DTNFLUNWTCD,"Net official flows from UN agencies, UNWTO (current US$)"
DTNFLWFPGCD,"Net official flows from UN agencies, WFP (current US$)"
DTNFLWHOLCD,"Net official flows from UN agencies, WHO (current US$)"
BNGSRFCTYCD,"Net primary income (BoP, current US$)"
NYGSRNFCYKN,Net primary income (Net income from abroad) (constant LCU)
NYGSRNFCYCN,Net primary income (Net income from abroad) (current LCU)
NYGSRNFCYCD,Net primary income (Net income from abroad) (current US$)
BNTRFCURRCD,"Net secondary income (BoP, current US$)"
NYTRFNCTRKN,Net secondary income (Net current transfers from abroad) (constant LCU)
NYTRFNCTRCN,Net secondary income (Net current transfers from abroad) (current LCU)
NYTRFNCTRCD,Net secondary income (Net current transfers from abroad) (current US$)
BNGSRMRCHCD,"Net trade in goods (BoP, current US$)"
BNGSRGNFSCD,"Net trade in goods and services (BoP, current US$)"
ICBUSNDNSZS,"New business density (new registrations per 1,000 people ages 15-64)"
ICBUSNREG,New businesses registered (number)
ENATMNOXEZG,Nitrous oxide emissions (% change from 1990)
ENATMNOXEKTCE,Nitrous oxide emissions (thousand metric tons of CO2 equivalent)
ENATMNOXEEGZS,Nitrous oxide emissions in energy sector (% of total)
ENATMNOXEEGKTCE,Nitrous oxide emissions in energy sector (thousand metric tons of CO2 equivalent)
ICTAXMETG,Number of visits or required meetings with tax officials (average for affected firms)
PANUSFCRF,"Official exchange rate (LCU per US$, period average)"
NYGDPPETRRTZS,Oil rents (% of GDP)
TXVALMMTLZSUN,Ores and metals exports (% of merchandise exports)
TMVALMMTLZSUN,Ores and metals imports (% of merchandise imports)
GCXPNOTHRZS,Other expense (% of expense)
GCXPNOTHRCN,Other expense (current LCU)
ENATMGHGOZG,Other greenhouse gas emissions (% change from 1990)
ENATMGHGOKTCE,"Other greenhouse gas emissions, HFC, PFC and SF6 (thousand metric tons of CO2 equivalent)"
NVMNFOTHRZSUN,Other manufacturing (% of value added in manufacturing)
GCTAXOTHRRVZS,Other taxes (% of revenue)
GCTAXOTHRCN,Other taxes (current LCU)
ICTAXOTHRCPZS,Other taxes payable by businesses (% of commercial profits)
SEPRMOENRZS,"Over-age students, primary (% of enrollment)"
SEPRMOENRFEZS,"Over-age students, primary, female (% of female enrollment)"
SEPRMOENRMAZS,"Over-age students, primary, male (% of male enrollment)"
SLTLFPARTFEZS,"Part time employment, female (% of total female employment)"
IPPATNRES,"Patent applications, nonresidents"
IPPATRESD,"Patent applications, residents"
IQSCIPRDC,Periodicity and timeliness assessment of statistical capacity (scale 0 - 100)
AGLNDCROPZS,Permanent cropland (% of land area)
SEPRMPRS5ZS,"Persistence to grade 5, total (% of cohort)"
SEPRMPRSLFEZS,"Persistence to last grade of primary, female (% of cohort)"
SEPRMPRSLMAZS,"Persistence to last grade of primary, male (% of cohort)"
SEPRMPRSLZS,"Persistence to last grade of primary, total (% of cohort)"
BMTRFPWKRCDDT,"Personal remittances, paid (current US$)"
BXTRFPWKRDTGDZS,"Personal remittances, received (% of GDP)"
BXTRFPWKRCDDT,"Personal remittances, received (current US$)"
BXTRFPWKRCD,"Personal transfers, receipts (BoP, current US$)"
ENATMPFCGKTCE,PFC gas emissions (thousand metric tons of CO2 equivalent)
ENHPTTHRDNO,"Plant species (higher), threatened"
ENATMPM25MCM3,"PM2.5 air pollution, mean annual exposure (micrograms per cubic meter)"
ENATMPM25MCZS,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value (% of total)"
ENATMPM25MCT1ZS,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-1 value (% of total)"
ENATMPM25MCT2ZS,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-2 value (% of total)"
ENATMPM25MCT3ZS,"PM2.5 pollution, population exposed to levels exceeding WHO Interim Target-3 value (% of total)"
DTNFLPNGBCD,"PNG, bonds (NFL, current US$)"
DTNFLPNGCCD,"PNG, commercial banks and other creditors (NFL, current US$)"
ENPOPDNST,Population density (people per sq. km of land area)
ENURBLCTY,Population in largest city
ENURBLCTYURZS,Population in the largest city (% of urban population)
ENURBMCTY,Population in urban agglomerations of more than 1 million
ENURBMCTYTLZS,Population in urban agglomerations of more than 1 million (% of total population)
ENPOPEL5MZS,Population living in areas where elevation is below 5 meters (% of total population)
ENPOPSLUMURZS,Population living in slums (% of urban population)
BXPEFTOTLCDWD,"Portfolio equity, net inflows (BoP, current US$)"
DTNFLBONDCD,"Portfolio investment, bonds (PPG + PNG) (NFL, current US$)"
BNKLTPTXLCD,"Portfolio investment, net (BoP, current US$)"
SIPOVGAPS,Poverty gap at $1.90 a day (2011 PPP) (%)
SIPOVLMICGP,Poverty gap at $3.20 a day (2011 PPP) (%)
SIPOVUMICGP,Poverty gap at $5.50 a day (2011 PPP) (%)
SIPOVLMIC,Poverty headcount ratio at $3.20 a day (2011 PPP) (% of population)
SIPOVUMIC,Poverty headcount ratio at $5.50 a day (2011 PPP) (% of population)
ICELCOUTG,Power outages in firms in a typical month (number)
DTNFLPBNDCD,"PPG, bonds (NFL, current US$)"
DTNFLPCBKCD,"PPG, commercial banks (NFL, current US$)"
DTDODMIBRCD,"PPG, IBRD (DOD, current US$)"
DTDODMIDACD,"PPG, IDA (DOD, current US$)"
DTNFLOFFTCD,"PPG, official creditors (NFL, current US$)"
DTNFLPROPCD,"PPG, other private creditors (NFL, current US$)"
DTNFLPRVTCD,"PPG, private creditors (NFL, current US$)"
PANUSPPP,"PPP conversion factor, GDP (LCU per international $)"
PANUSPRVTPP,"PPP conversion factor, private consumption (LCU per international $)"
SEPREDURS,"Preprimary education, duration (years)"
DTDODPVLXEXZS,"Present value of external debt (% of exports of goods, services and primary income)"
DTDODPVLXGNZS,Present value of external debt (% of GNI)
DTDODPVLXCD,Present value of external debt (current US$)
SNITKMSFIZS,Prevalence of moderate or severe food insecurity in the population (%)
SNITKSVFIZS,Prevalence of severe food insecurity in the population (%)
PANUSPPPCRF,Price level ratio of PPP conversion factor (GDP) to market exchange rate
SEPRMDURS,"Primary education, duration (years)"
SEPRMENRL,"Primary education, pupils"
SEPRMTCHR,"Primary education, teachers"
GFXPDBUDGZS,Primary government expenditures as a proportion of original approved budget (%)
BMGSRFCTYCD,"Primary income payments (BoP, current US$)"
BXGSRFCTYCD,"Primary income receipts (BoP, current US$)"
SEPRMAGES,Primary school starting age (years)
ICCRDPRVTZS,Private credit bureau coverage (% of adults)
ICWRHPROC,Procedures to build a warehouse (number)
ICPRPPROC,Procedures to register property (number)
ICTAXPRFTCPZS,Profit tax (% of commercial profits)
SIDST50MD,Proportion of people living below 50 percent of median income (%)
DTTDSDPPGXPZS,"Public and publicly guaranteed debt service (% of exports of goods, services and primary income)"
DTTDSDPPGGNZS,Public and publicly guaranteed debt service (% of GNI)
ICCRDPUBLZS,Public credit registry coverage (% of adults)
IEPPNENGYCD,Public private partnerships investment in energy (current US$)
IEPPNICTICD,Public private partnerships investment in ICT (current US$)
IEPPNTRANCD,Public private partnerships investment in transport (current US$)
IEPPNWATRCD,Public private partnerships investment in water and sanitation (current US$)
EPPMPDESLCD,Pump price for diesel fuel (US$ per liter)
EPPMPSGASCD,Pump price for gasoline (US$ per liter)
SESECENRLLOTCZS,"Pupil-teacher ratio, lower secondary"
SEPREENRLTCZS,"Pupil-teacher ratio, preprimary"
SEPRMENRLTCZS,"Pupil-teacher ratio, primary"
SESECENRLTCZS,"Pupil-teacher ratio, secondary"
SETERENRLTCZS,"Pupil-teacher ratio, tertiary"
SESECENRLUPTCZS,"Pupil-teacher ratio, upper secondary"
ISRRSTOTLKM,Rail lines (total route-km)
ISRRSGOODMTK6,"Railways, goods transported (million ton-km)"
ISRRSPASGKM,"Railways, passengers carried (million passenger-km)"
PXREXREER,Real effective exchange rate index (2010 = 100)
FRINRRINR,Real interest rate (%)
SMPOPREFG,Refugee population by country or territory of asylum
SMPOPREFGOR,Refugee population by country or territory of origin
EGELCRNEWZS,Renewable electricity output (% of total electricity output)
EGFECRNEWZS,Renewable energy consumption (% of total final energy consumption)
ERH2OINTRPC,Renewable internal freshwater resources per capita (cubic meters)
ERH2OINTRK3,"Renewable internal freshwater resources, total (billion cubic meters)"
SEPRMREPTFEZS,"Repeaters, primary, female (% of female enrollment)"
SEPRMREPTMAZS,"Repeaters, primary, male (% of male enrollment)"
SEPRMREPTZS,"Repeaters, primary, total (% of total enrollment)"
GBXPDRSDVGDZS,Research and development expenditure (% of GDP)
SPPOPSCIERDP6,Researchers in R&D (per million people)
BNRESINCLCD,"Reserves and related items (BoP, current US$)"
GCREVXGRTGDZS,"Revenue, excluding grants (% of GDP)"
GCREVXGRTCN,"Revenue, excluding grants (current LCU)"
FRINRRISK,"Risk premium on lending (lending rate minus treasury bill rate, %)"
AGLNDTOTLRUK2,Rural land area (sq. km)
AGLNDEL5MRUZS,Rural land area where elevation is below 5 meters (% of total land area)
AGLNDEL5MRUK2,Rural land area where elevation is below 5 meters (sq. km)
ENPOPEL5MRUZS,Rural population living in areas where elevation is below 5 meters (% of total population)
CMMKTINDXZG,S&P Global Equity Indices (annual % change)
SEPRMPRIVZS,"School enrollment, primary, private (% of total primary)"
SESECPRIVZS,"School enrollment, secondary, private (% of total secondary)"
IPJRNARTCSC,Scientific and technical journal articles
SESECDURS,"Secondary education, duration (years)"
SESECENRLGC,"Secondary education, general pupils"
SESECENRLGCFEZS,"Secondary education, general pupils (% female)"
SESECENRL,"Secondary education, pupils"
SESECTCHR,"Secondary education, teachers"
SESECTCHRFE,"Secondary education, teachers, female"
BXTRFCURRCD,"Secondary income receipts (BoP, current US$)"
BMTRFPRVTCD,"Secondary income, other sectors, payments (BoP, current US$)"
ITNETSECR,Secure Internet servers
ITNETSECRP6,Secure Internet servers (per 1 million people)
BXGSRNFSVCD,"Service exports (BoP, current US$)"
BMGSRNFSVCD,"Service imports (BoP, current US$)"
NVSRVTOTLZS,"Services, value added (% of GDP)"
NVSRVTOTLKDZG,"Services, value added (annual % growth)"
NVSRVTOTLKD,"Services, value added (constant 2015 US$)"
NVSRVTOTLKN,"Services, value added (constant LCU)"
NVSRVTOTLCN,"Services, value added (current LCU)"
NVSRVTOTLCD,"Services, value added (current US$)"
NVSRVEMPLKD,"Services, value added per worker (constant 2015 US$)"
ENATMSF6GKTCE,SF6 gas emissions (thousand metric tons of CO2 equivalent)
TMTAXMRCHIPZS,"Share of tariff lines with international peaks, all products (%)"
TMTAXMANFIPZS,"Share of tariff lines with international peaks, manufactured products (%)"
TMTAXTCOMIPZS,"Share of tariff lines with international peaks, primary products (%)"
TMTAXMRCHSRZS,"Share of tariff lines with specific rates, all products (%)"
TMTAXMANFSRZS,"Share of tariff lines with specific rates, manufactured products (%)"
TMTAXTCOMSRZS,"Share of tariff lines with specific rates, primary products (%)"
DTDODDSTCXPZS,"Short-term debt (% of exports of goods, services and primary income)"
DTDODDSTCZS,Short-term debt (% of total external debt)
DTDODDSTCIRZS,Short-term debt (% of total reserves)
GCREVSOCLZS,Social contributions (% of revenue)
GCREVSOCLCN,Social contributions (current LCU)
IQSCISRCE,Source data assessment of statistical capacity (scale 0 - 100)
IQSCIOVRL,Statistical Capacity Score (Overall Average) (scale 0 - 100)
IQSPIOVRL,Statistical performance indicators (SPI): Overall score (scale 0-100)
IQSPIPIL1,Statistical performance indicators (SPI): Pillar 1 data use score (scale 0-100)
IQSPIPIL2,Statistical performance indicators (SPI): Pillar 2 data services score (scale 0-100)
IQSPIPIL3,Statistical performance indicators (SPI): Pillar 3 data products score  (scale 0-100)
IQSPIPIL4,Statistical performance indicators (SPI): Pillar 4 data sources score (scale 0-100)
IQSPIPIL5,Statistical performance indicators (SPI): Pillar 5 data infrastructure score (scale 0-100)
CMMKTTRADGDZS,"Stocks traded, total value (% of GDP)"
CMMKTTRADCD,"Stocks traded, total value (current US$)"
CMMKTTRNR,"Stocks traded, turnover ratio of domestic shares (%)"
ICLGLCREDXQ,Strength of legal rights index (0=weak to 12=strong)
GCXPNTRFTZS,Subsidies and other transfers (% of expense)
GCXPNTRFTCN,Subsidies and other transfers (current LCU)
AGSRFTOTLK2,Surface area (sq. km)
SISPRPC40,"Survey mean consumption or income per capita, bottom 40% of population (2011 PPP $ per day)"
SISPRPCAP,"Survey mean consumption or income per capita, total population (2011 PPP $ per day)"
TMTAXMRCHSMARZS,"Tariff rate, applied, simple mean, all products (%)"
TMTAXMANFSMARZS,"Tariff rate, applied, simple mean, manufactured products (%)"
TMTAXTCOMSMARZS,"Tariff rate, applied, simple mean, primary products (%)"
TMTAXMRCHWMARZS,"Tariff rate, applied, weighted mean, all products (%)"
TMTAXMANFWMARZS,"Tariff rate, applied, weighted mean, manufactured products (%)"
TMTAXTCOMWMARZS,"Tariff rate, applied, weighted mean, primary products (%)"
TMTAXMRCHSMFNZS,"Tariff rate, most favored nation, simple mean, all products (%)"
TMTAXMANFSMFNZS,"Tariff rate, most favored nation, simple mean, manufactured products (%)"
TMTAXTCOMSMFNZS,"Tariff rate, most favored nation, simple mean, primary products (%)"
TMTAXMRCHWMFNZS,"Tariff rate, most favored nation, weighted mean, all products (%)"
TMTAXMANFWMFNZS,"Tariff rate, most favored nation, weighted mean, manufactured products (%)"
TMTAXTCOMWMFNZS,"Tariff rate, most favored nation, weighted mean, primary products (%)"
ICTAXPAYM,Tax payments (number)
GCTAXTOTLGDZS,Tax revenue (% of GDP)
GCTAXTOTLCN,Tax revenue (current LCU)
NYTAXNINDKN,Taxes less subsidies on products (constant LCU)
NYTAXNINDCN,Taxes less subsidies on products (current LCU)
NYTAXNINDCD,Taxes less subsidies on products (current US$)
GCTAXEXPTZS,Taxes on exports (% of tax revenue)
GCTAXEXPTCN,Taxes on exports (current LCU)
GCTAXGSRVRVZS,Taxes on goods and services (% of revenue)
GCTAXGSRVVAZS,Taxes on goods and services (% value added of industry and services)
GCTAXGSRVCN,Taxes on goods and services (current LCU)
GCTAXYPKGRVZS,"Taxes on income, profits and capital gains (% of revenue)"
GCTAXYPKGZS,"Taxes on income, profits and capital gains (% of total taxes)"
GCTAXYPKGCN,"Taxes on income, profits and capital gains (current LCU)"
GCTAXINTTRVZS,Taxes on international trade (% of revenue)
GCTAXINTTCN,Taxes on international trade (current LCU)
BXGRTTECHCDWD,"Technical cooperation grants (BoP, current US$)"
SPPOPTECHRDP6,Technicians in R&D (per million people)
NYTTFGNFSKN,Terms of trade adjustment (constant LCU)
ERPTDTOTLZS,Terrestrial and marine protected areas (% of total territorial area)
ERLNDPTLDZS,Terrestrial protected areas (% of total land area)
NVMNFTXTLZSUN,Textiles and clothing (% of value added in manufacturing)
ICWRHDURS,Time required to build a warehouse (days)
ICLGLDURS,Time required to enforce a contract (days)
ICELCTIME,Time required to get electricity (days)
ICFRMDURS,Time required to obtain an operating license (days)
ICPRPDURS,Time required to register property (days)
ICGOVDURSZS,Time spent dealing with the requirements of government regulations (% of senior management time)
ICEXPTMBC,"Time to export, border compliance (hours)"
ICEXPTMDC,"Time to export, documentary compliance (hours)"
ICIMPTMBC,"Time to import, border compliance (hours)"
ICIMPTMDC,"Time to import, documentary compliance (hours)"
ICELCDURS,Time to obtain an electrical connection (days)
ICTAXDURS,Time to prepare and pay taxes (hours)
ICISVDURS,Time to resolve insolvency (years)
DTTDSDECTEXZS,"Total debt service (% of exports of goods, services and primary income)"
DTTDSDECTGNZS,Total debt service (% of GNI)
ERFSHPRODMT,Total fisheries production (metric tons)
ENATMGHGTZG,Total greenhouse gas emissions (% change from 1990)
ENATMGHGTKTCE,Total greenhouse gas emissions (kt of CO2 equivalent)
NYGDPTOTLRTZS,Total natural resources rents (% of GDP)
FIRESTOTLDTZS,Total reserves (% of total external debt)
FIRESTOTLCD,"Total reserves (includes gold, current US$)"
FIRESTOTLMO,Total reserves in months of imports
FIRESXGLDCD,Total reserves minus gold (current US$)
ICTAXTOTLCPZS,Total tax and contribution rate (% of profit)
NETRDGNFSZS,Trade (% of GDP)
BGGSRNFSVGDZS,Trade in services (% of GDP)
IPTMKNRES,"Trademark applications, direct nonresident"
IPTMKRESD,"Trademark applications, direct resident"
IPTMKNRCT,"Trademark applications, nonresident, by count"
IPTMKRSCT,"Trademark applications, resident, by count"
IPTMKTOTL,"Trademark applications, total"
SESECTCAQLOZS,Trained teachers in lower secondary education (% of total teachers)
SESECTCAQLOFEZS,"Trained teachers in lower secondary education, female (% of female teachers)"
SESECTCAQLOMAZS,"Trained teachers in lower secondary education, male (% of male teachers)"
SEPRETCAQZS,Trained teachers in preprimary education (% of total teachers)
SEPRETCAQFEZS,"Trained teachers in preprimary education, female (% of female teachers)"
SEPRETCAQMAZS,"Trained teachers in preprimary education, male (% of male teachers)"
SEPRMTCAQZS,Trained teachers in primary education (% of total teachers)
SEPRMTCAQFEZS,"Trained teachers in primary education, female (% of female teachers)"
SEPRMTCAQMAZS,"Trained teachers in primary education, male (% of male teachers)"
SESECTCAQZS,Trained teachers in secondary education (% of total teachers)
SESECTCAQFEZS,"Trained teachers in secondary education, female (% of female teachers)"
SESECTCAQMAZS,"Trained teachers in secondary education, male (% of male teachers)"
SESECTCAQUPZS,Trained teachers in upper secondary education (% of total teachers)
SESECTCAQUPFEZS,"Trained teachers in upper secondary education, female (% of female teachers)"
SESECTCAQUPMAZS,"Trained teachers in upper secondary education, male (% of male teachers)"
TXVALTRANZSWT,Transport services (% of commercial service exports)
TMVALTRANZSWT,Transport services (% of commercial service imports)
BXGSRTRANZS,"Transport services (% of service exports, BoP)"
BMGSRTRANZS,"Transport services (% of service imports, BoP)"
TXVALTRVLZSWT,Travel services (% of commercial service exports)
TMVALTRVLZSWT,Travel services (% of commercial service imports)
BXGSRTRVLZS,"Travel services (% of service exports, BoP)"
BMGSRTRVLZS,"Travel services (% of service imports, BoP)"
AGLNDTOTLURK2,Urban land area (sq. km)
AGLNDEL5MURZS,Urban land area where elevation is below 5 meters (% of total land area)
AGLNDEL5MURK2,Urban land area where elevation is below 5 meters (sq. km)
ENPOPEL5MURZS,Urban population living in areas where elevation is below 5 meters (% of total population)
DTDODDIMFCD,"Use of IMF credit (DOD, current US$)"
ICFRMOUTGZS,Value lost due to electrical outages (% of sales for affected firms)
ERGDPFWTLM3KD,"Water productivity, total (constant 2015 US$ GDP per cubic meter of total freshwater withdrawal)"
FPWPITOTL,Wholesale price index (2010 = 100)
